Comment;clean_text;normalized_text;processed_text;tokens;aktor;isu;sentiment;pre_label;manual_label
Buat bancakan buzzerp mul,menkopnya aja budi arie kasus kominfo judol aja ilang tuh gak ada kabar;Buat bancakan buzzerp mul menkopnya aja budi arie kasus kominfo judol aja ilang tuh gak ada kabar;untuk bancakan buzzerp mul menkopnya saja budi arie kasus kominfo judol saja ilang tuh tidak ada kabar;untuk bancakan buzzerp mul menkopnya saja budi arie kasus kominfo judol saja ilang tuh tidak ada kabar;['untuk', 'bancakan', 'buzzerp', 'mul', 'menkopnya', 'saja', 'budi', 'arie', 'kasus', 'kominfo', 'judol', 'saja', 'ilang', 'tuh', 'tidak', 'ada', 'kabar'];Tidak Terdeteksi;Korupsi;Menolak;Menolak;Menolak
"Ini JEBAKAN BATMAN untuk Prabowo.
Hati-hati Pak Presiden. Kalau gagal (dan rasanya demikian), nama Bapak yang dipertaruhkan.";Ini JEBAKAN BATMAN untuk Prabowo Hati hati Pak Presiden Kalau gagal dan rasanya demikian nama Bapak yang dipertaruhkan;ini jebakan batman untuk prabowo hati hati pak presiden kalau gagal dan rasanya demikian nama bapak yang dipertaruhkan;ini jebakan batman untuk prabowo hati hati pak presiden kalau gagal dan rasanya demikian nama bapak yang dipertaruhkan;['ini', 'jebakan', 'batman', 'untuk', 'prabowo', 'hati', 'hati', 'pak', 'presiden', 'kalau', 'gagal', 'dan', 'rasanya', 'demikian', 'nama', 'bapak', 'yang', 'dipertaruhkan'];Prabowo;Lainnya;Menolak;Menolak;Menolak
"Sbg rakyat, saya kaget baca di medsos bahwa ternyata penonaktifan BPJS PBI itu dari Presiden via Keppres !
Kaget krn di atas podium Presiden sll ""utk kepentingan rakyat"". Ehhh di belakang podium, malah bertolak belakang...
????????????";Sbg rakyat saya kaget baca di medsos bahwa ternyata penonaktifan BPJS PBI itu dari Presiden via Keppres Kaget krn di atas podium Presiden sll utk kepentingan rakyat Ehhh di belakang podium malah bertolak belakang;sbg rakyat saya kaget baca di medsos bahwa ternyata penonaktifan bpjs pbi itu dari presiden via keppres kaget karena di atas podium presiden sll untuk kepentingan rakyat ehhh di belakang podium malah bertolak belakang;sbg rakyat saya kaget baca di medsos bahwa ternyata penonaktifan bpjs pbi itu dari presiden via keppres kaget karena di atas podium presiden sll untuk kepentingan rakyat ehhh di belakang podium malah bertolak belakang;['sbg', 'rakyat', 'saya', 'kaget', 'baca', 'di', 'medsos', 'bahwa', 'ternyata', 'penonaktifan', 'bpjs', 'pbi', 'itu', 'dari', 'presiden', 'via', 'keppres', 'kaget', 'karena', 'di', 'atas', 'podium', 'presiden', 'sll', 'untuk', 'kepentingan', 'rakyat', 'ehhh', 'di', 'belakang', 'podium', 'malah', 'bertolak', 'belakang'];Prabowo;Lainnya;Diskusi;Diskusi;Out_of_Topic
Pdpt sy program byk yg aneh2 spt Sekolah Rakyat memangnya sekolah yg ada sekrg bukannya sekolah rakyat. Lbh baik bangun Sekolah Energi Listrik, Sekolah Astronot, Sekolah Nuklir, Sekolah Panas Bumi, maju bukannya mundur.???PDIP;Pdpt sy program byk yg aneh2 spt Sekolah Rakyat memangnya sekolah yg ada sekrg bukannya sekolah rakyat Lbh baik bangun Sekolah Energi Listrik Sekolah Astronot Sekolah Nuklir Sekolah Panas Bumi maju bukannya mundur PDIP;pdpt saya program byk yang aneh2 seperti sekolah rakyat memangnya sekolah yang ada sekrg bukannya sekolah rakyat lbh baik bangun sekolah energi listrik sekolah astronot sekolah nuklir sekolah panas bumi maju bukannya mundur pdip;pdpt saya program byk yang aneh2 seperti sekolah rakyat memangnya sekolah yang ada sekrg bukannya sekolah rakyat lbh baik bangun sekolah energi listrik sekolah astronot sekolah nuklir sekolah panas bumi maju bukannya mundur pdip;['pdpt', 'saya', 'program', 'byk', 'yang', 'aneh2', 'seperti', 'sekolah', 'rakyat', 'memangnya', 'sekolah', 'yang', 'ada', 'sekrg', 'bukannya', 'sekolah', 'rakyat', 'lbh', 'baik', 'bangun', 'sekolah', 'energi', 'listrik', 'sekolah', 'astronot', 'sekolah', 'nuklir', 'sekolah', 'panas', 'bumi', 'maju', 'bukannya', 'mundur', 'pdip'];Tidak Terdeteksi;Kebijakan;Mendukung;Mendukung;Menolak
Koprasi ko uang kita diminta dulu buat ini itu disuruh nabung lah kita mau minjam gmna bingung saya;Koprasi ko uang kita diminta dulu buat ini itu disuruh nabung lah kita mau minjam gmna bingung saya;koperasi ko uang kita diminta dulu untuk ini itu disuruh nabung kita mau minjam gmna bingung saya;koperasi ko uang kita diminta dulu untuk ini itu disuruh nabung kita mau minjam gmna bingung saya;['koperasi', 'ko', 'uang', 'kita', 'diminta', 'dulu', 'untuk', 'ini', 'itu', 'disuruh', 'nabung', 'kita', 'mau', 'minjam', 'gmna', 'bingung', 'saya'];Tidak Terdeteksi;Lainnya;Diskusi;Diskusi;Menolak
Untuk pembangunan gedung Koperasi Desa Merah Putih melibatkan KODIM dan KORAMIL , saya amati positif  selain lebih cepat , kualitas bangunanya juga lebih bagus dan tidak ada LSM / preman yg mengganggu ,  dibanding lewat PEMDA yg pemenang tender biasanya pendukung/ kader  saat pilkada dan LSM preman  banyak yg minta jatah sehingga kualitas bangunan rendah.;Untuk pembangunan gedung Koperasi Desa Merah Putih melibatkan KODIM dan KORAMIL saya amati positif selain lebih cepat kualitas bangunanya juga lebih bagus dan tidak ada LSM preman yg mengganggu dibanding lewat PEMDA yg pemenang tender biasanya pendukung kader saat pilkada dan LSM preman banyak yg minta jatah sehingga kualitas bangunan rendah;untuk pembangunan gedung koperasi desa merah putih melibatkan tni dan koramil saya amati positif selain lebih cepat kualitas bangunanya juga lebih bagus dan tidak ada lsm preman yang mengganggu dibanding lewat pemerintah daerah yang pemenang tender biasanya pendukung kader saat pilkada dan lsm preman banyak yang minta jatah sehingga kualitas bangunan rendah;untuk pembangunan gedung koperasi desa merah putih melibatkan tni dan koramil saya amati positif selain lebih cepat kualitas bangunanya juga lebih bagus dan tidak ada lsm preman yang mengganggu dibanding lewat pemerintah daerah yang pemenang tender biasanya pendukung kader saat pilkada dan lsm preman banyak yang minta jatah sehingga kualitas bangunan rendah;['untuk', 'pembangunan', 'gedung', 'koperasi', 'desa', 'merah', 'putih', 'melibatkan', 'tni', 'dan', 'koramil', 'saya', 'amati', 'positif', 'selain', 'lebih', 'cepat', 'kualitas', 'bangunanya', 'juga', 'lebih', 'bagus', 'dan', 'tidak', 'ada', 'lsm', 'preman', 'yang', 'mengganggu', 'dibanding', 'lewat', 'pemerintah', 'daerah', 'yang', 'pemenang', 'tender', 'biasanya', 'pendukung', 'kader', 'saat', 'pilkada', 'dan', 'lsm', 'preman', 'banyak', 'yang', 'minta', 'jatah', 'sehingga', 'kualitas', 'bangunan', 'rendah'];TNI, KDMP;Militerisasi, Kebijakan;Mendukung;Mendukung;Mendukung
"Pembangunan nya anggaran 1M ..pdahal pembangunan  kdmp asal""an....kebanyakan yg dikorupsi berarti anggaran nya..gk si coklat.gk si ijo sama aja..";Pembangunan nya anggaran 1M pdahal pembangunan kdmp asal an kebanyakan yg dikorupsi berarti anggaran nya gk si coklat gk si ijo sama aja;pembangunan nya anggaran 1m pdahal pembangunan koperasi desa merah putih asal an kebanyakan yang dikorupsi berarti anggaran nya tidak si coklat tidak si ijo sama saja;pembangunan nya anggaran 1m pdahal pembangunan koperasi desa merah putih asal an kebanyakan yang dikorupsi berarti anggaran nya tidak si coklat tidak si ijo sama saja;['pembangunan', 'nya', 'anggaran', '1m', 'pdahal', 'pembangunan', 'koperasi', 'desa', 'merah', 'putih', 'asal', 'an', 'kebanyakan', 'yang', 'dikorupsi', 'berarti', 'anggaran', 'nya', 'tidak', 'si', 'coklat', 'tidak', 'si', 'ijo', 'sama', 'saja'];KDMP;Korupsi;Menolak;Menolak;Menolak
Konsep nya harus jelas..jangan sampai jadi ladang korupsi tingkat desa..pemerintah harus lebih berhati2..;Konsep nya harus jelas jangan sampai jadi ladang korupsi tingkat desa pemerintah harus lebih berhati2;konsep nya harus jelas jangan sampai jadi korupsi tingkat desa pemerintah harus lebih berhati2;konsep nya harus jelas jangan sampai jadi korupsi tingkat desa pemerintah harus lebih berhati2;['konsep', 'nya', 'harus', 'jelas', 'jangan', 'sampai', 'jadi', 'korupsi', 'tingkat', 'desa', 'pemerintah', 'harus', 'lebih', 'berhati2'];Tidak Terdeteksi;Korupsi, Kebijakan;Menolak;Menolak;Diskusi
PawPaw4D gak cuma game biasa, tapi pengalaman hiburan digital.;PawPaw4D gak cuma game biasa tapi pengalaman hiburan digital;pawpaw4d tidak hanya game biasa tapi pengalaman hiburan digital;pawpaw4d tidak hanya game biasa tapi pengalaman hiburan digital;['pawpaw4d', 'tidak', 'hanya', 'game', 'biasa', 'tapi', 'pengalaman', 'hiburan', 'digital'];Tidak Terdeteksi;Lainnya;Diskusi;Diskusi;Out_of_Topic
yg penting bermanfaat;yg penting bermanfaat;yang penting bermanfaat;yang penting bermanfaat;['yang', 'penting', 'bermanfaat'];Tidak Terdeteksi;Lainnya;Mendukung;Mendukung;Mendukung
"KDMP proyek ngawur. Namanya koperasi, cara kerjanya spt warung. Dibangun, kasih truk, dimodali, dan dikasih p3k yg dibayar negara. Dikelola pt agrinas selama 2 thn. Entah apa rencana usahanya. Yg jelas peluang berhasilnya kecil :

1. Mindset p3k sbg manager hanya pengawai. 
2. Modal 3M, yg 2.5m utk bangun, mobil, dan peralatan. Sisa 500 jt utk mutar dan bayar pegawai. Kondisi yg berat. 

Masalahnya : yg menanggung Resiko kebodohan ini adalah Rakyat!!!  Lewat Dana Daerah/Desa yg dijadikan jaminan utk bayar kredit selama 6 thn. Daerah/Desa akan dikurangi dananya. Program2 desa akan hilang. 
Akan lanjutkah kebodohan ini??";KDMP proyek ngawur Namanya koperasi cara kerjanya spt warung Dibangun kasih truk dimodali dan dikasih p3k yg dibayar negara Dikelola pt agrinas selama 2 thn Entah apa rencana usahanya Yg jelas peluang berhasilnya kecil 1 Mindset p3k sbg manager hanya pengawai 2 Modal 3M yg 2 5m utk bangun mobil dan peralatan Sisa 500 jt utk mutar dan bayar pegawai Kondisi yg berat Masalahnya yg menanggung Resiko kebodohan ini adalah Rakyat Lewat Dana Daerah Desa yg dijadikan jaminan utk bayar kredit selama 6 thn Daerah Desa akan dikurangi dananya Program2 desa akan hilang Akan lanjutkah kebodohan ini;koperasi desa merah putih proyek ngawur namanya koperasi cara kerjanya seperti warung dibangun kasih truk dimodali dan dikasih p3k yang dibayar negara dikelola pt agrinas selama 2 thn entah apa rencana usahanya yang jelas peluang berhasilnya kecil 1 mindset p3k sbg manager hanya pengawai 2 modal 3m yang 2 5m untuk bangun mobil dan peralatan sisa 500 jt untuk mutar dan bayar pegawai kondisi yang berat masalahnya yang menanggung risiko kebodohan ini adalah rakyat lewat dana daerah desa yang dijadikan jaminan untuk bayar kredit selama 6 thn daerah desa akan dikurangi dananya program2 desa akan hilang akan lanjutkah kebodohan ini;koperasi desa merah putih proyek ngawur namanya koperasi cara kerjanya seperti warung dibangun kasih truk dimodali dan dikasih p3k yang dibayar negara dikelola pt agrinas selama thn entah apa rencana usahanya yang jelas peluang berhasilnya kecil mindset p3k sbg manager hanya pengawai modal 3m yang 5m untuk bangun mobil dan peralatan sisa 500 jt untuk mutar dan bayar pegawai kondisi yang berat masalahnya yang menanggung risiko kebodohan ini adalah rakyat lewat dana daerah desa yang dijadikan jaminan untuk bayar kredit selama thn daerah desa akan dikurangi dananya program2 desa akan hilang akan lanjutkah kebodohan ini;['koperasi', 'desa', 'merah', 'putih', 'proyek', 'ngawur', 'namanya', 'koperasi', 'cara', 'kerjanya', 'seperti', 'warung', 'dibangun', 'kasih', 'truk', 'dimodali', 'dan', 'dikasih', 'p3k', 'yang', 'dibayar', 'negara', 'dikelola', 'pt', 'agrinas', 'selama', 'thn', 'entah', 'apa', 'rencana', 'usahanya', 'yang', 'jelas', 'peluang', 'berhasilnya', 'kecil', 'mindset', 'p3k', 'sbg', 'manager', 'hanya', 'pengawai', 'modal', '3m', 'yang', '5m', 'untuk', 'bangun', 'mobil', 'dan', 'peralatan', 'sisa', '500', 'jt', 'untuk', 'mutar', 'dan', 'bayar', 'pegawai', 'kondisi', 'yang', 'berat', 'masalahnya', 'yang', 'menanggung', 'risiko', 'kebodohan', 'ini', 'adalah', 'rakyat', 'lewat', 'dana', 'daerah', 'desa', 'yang', 'dijadikan', 'jaminan', 'untuk', 'bayar', 'kredit', 'selama', 'thn', 'daerah', 'desa', 'akan', 'dikurangi', 'dananya', 'program2', 'desa', 'akan', 'hilang', 'akan', 'lanjutkah', 'kebodohan', 'ini'];KDMP;Kebijakan;Mendukung;Mendukung;Menolak
Baguslah jika ada jaminan dari dana desa..masyarakat desa bisa berusaha menciptakan lapangan kerja sendiri daripada dd nya  dipegunakan oknum kades untuk memuluskan proyek nya yg kadang keluar dr usulan hasil Musrembang desa dan rkp des;Baguslah jika ada jaminan dari dana desa masyarakat desa bisa berusaha menciptakan lapangan kerja sendiri daripada dd nya dipegunakan oknum kades untuk memuluskan proyek nya yg kadang keluar dr usulan hasil Musrembang desa dan rkp des;baguslah jika ada jaminan dari dana desa masyarakat desa bisa berusaha menciptakan lapangan kerja sendiri daripada dd nya dipegunakan oknum kepala desa untuk memuluskan proyek nya yang kadang keluar dari usulan hasil musrembang desa dan rkp des;baguslah jika ada jaminan dari dana desa masyarakat desa bisa berusaha menciptakan lapangan kerja sendiri daripada dd nya dipegunakan oknum kepala desa untuk memuluskan proyek nya yang kadang keluar dari usulan hasil musrembang desa dan rkp des;['baguslah', 'jika', 'ada', 'jaminan', 'dari', 'dana', 'desa', 'masyarakat', 'desa', 'bisa', 'berusaha', 'menciptakan', 'lapangan', 'kerja', 'sendiri', 'daripada', 'dd', 'nya', 'dipegunakan', 'oknum', 'kepala', 'desa', 'untuk', 'memuluskan', 'proyek', 'nya', 'yang', 'kadang', 'keluar', 'dari', 'usulan', 'hasil', 'musrembang', 'desa', 'dan', 'rkp', 'des'];Kades;Dana Desa;Diskusi;Diskusi;Mendukung
KUD dulu aja udah mangkrak ni di ganti koprasi merah putih mlh mangkrak pasti mangkrak??????;KUD dulu aja udah mangkrak ni di ganti koprasi merah putih mlh mangkrak pasti mangkrak;koperasi unit desa dulu saja sudah mangkrak ni di ganti koperasi merah putih mlh mangkrak pasti mangkrak;koperasi unit desa dulu saja sudah mangkrak ni di ganti koperasi merah putih mlh mangkrak pasti mangkrak;['koperasi', 'unit', 'desa', 'dulu', 'saja', 'sudah', 'mangkrak', 'ni', 'di', 'ganti', 'koperasi', 'merah', 'putih', 'mlh', 'mangkrak', 'pasti', 'mangkrak'];Tidak Terdeteksi;KUD;Diskusi;Diskusi;Menolak
cek saja bumdes, yg nikmati hanya orang terdekat kepala desa;cek saja bumdes yg nikmati hanya orang terdekat kepala desa;cek saja badan usaha milik desa yang nikmati hanya orang terdekat kepala desa;cek saja badan usaha milik desa yang nikmati hanya orang terdekat kepala desa;['cek', 'saja', 'badan', 'usaha', 'milik', 'desa', 'yang', 'nikmati', 'hanya', 'orang', 'terdekat', 'kepala', 'desa'];Kades;Lainnya;Netral;Netral;Menolak
"Sudah berapa banyak koperasi dr jaman bung hatta.apa yang koperasi itu bereskan??mungkin ini gebrakan yg bagus karena koperasi gaya lama tidak memuaskan.berdoalah agar gebrakan ini sukses.
Media ini dibayar berapa??????";Sudah berapa banyak koperasi dr jaman bung hatta apa yang koperasi itu bereskan mungkin ini gebrakan yg bagus karena koperasi gaya lama tidak memuaskan berdoalah agar gebrakan ini sukses Media ini dibayar berapa;sudah berapa banyak koperasi dari zaman bung hatta apa yang koperasi itu bereskan mungkin ini gebrakan yang bagus karena koperasi gaya lama tidak memuaskan berdoalah agar gebrakan ini sukses media ini dibayar berapa;sudah berapa banyak koperasi dari zaman bung hatta apa yang koperasi itu bereskan mungkin ini gebrakan yang bagus karena koperasi gaya lama tidak memuaskan berdoalah agar gebrakan ini sukses media ini dibayar berapa;['sudah', 'berapa', 'banyak', 'koperasi', 'dari', 'zaman', 'bung', 'hatta', 'apa', 'yang', 'koperasi', 'itu', 'bereskan', 'mungkin', 'ini', 'gebrakan', 'yang', 'bagus', 'karena', 'koperasi', 'gaya', 'lama', 'tidak', 'memuaskan', 'berdoalah', 'agar', 'gebrakan', 'ini', 'sukses', 'media', 'ini', 'dibayar', 'berapa'];Tidak Terdeteksi;Lainnya;Diskusi;Diskusi;Menolak
Selalu ada cara buat korupsi.....??????;Selalu ada cara buat korupsi;selalu ada cara untuk korupsi;selalu ada cara untuk korupsi;['selalu', 'ada', 'cara', 'untuk', 'korupsi'];Tidak Terdeteksi;Korupsi;Menolak;Menolak;Menolak
Dear Tempo, terima kasih ngangkat topik Kopdes Merah Putih ini.Namun sebaiknya diseimbangkan juga apa program yang akan diselenggarakan melalui dan oleh Kopdes tsb. Tidak melulu ngarah kepada hal hal penyalah gunaan atau tata kelola yang salah. Menggerakkan ekonomi melalui koperasi kan memang sangat bagus dan mendasar. Tolong berikan inspirasi positif juga terhadap inisiatif ini, dan skaligus hal hal yang mesti dilakukan dan tidak dilakukan sehingga mencapai sasaran. Kita sebagai bangsa harus maju terus.;Dear Tempo terima kasih ngangkat topik Kopdes Merah Putih ini Namun sebaiknya diseimbangkan juga apa program yang akan diselenggarakan melalui dan oleh Kopdes tsb Tidak melulu ngarah kepada hal hal penyalah gunaan atau tata kelola yang salah Menggerakkan ekonomi melalui koperasi kan memang sangat bagus dan mendasar Tolong berikan inspirasi positif juga terhadap inisiatif ini dan skaligus hal hal yang mesti dilakukan dan tidak dilakukan sehingga mencapai sasaran Kita sebagai bangsa harus maju terus;dear tempo terima kasih ngangkat topik koperasi desa merah putih ini namun sebaiknya diseimbangkan juga apa program yang akan diselenggarakan melalui dan oleh koperasi desa tsb tidak melulu ngarah kepada hal hal penyalah gunaan atau tata kelola yang salah menggerakkan ekonomi melalui koperasi memang sangat bagus dan mendasar tolong berikan inspirasi positif juga terhadap inisiatif ini dan skaligus hal hal yang mesti dilakukan dan tidak dilakukan sehingga mencapai sasaran kita sebagai bangsa harus maju terus;dear tempo terima kasih ngangkat topik koperasi desa merah putih ini namun sebaiknya diseimbangkan juga apa program yang akan diselenggarakan melalui dan oleh koperasi desa tsb tidak melulu ngarah kepada hal hal penyalah gunaan atau tata kelola yang salah menggerakkan ekonomi melalui koperasi memang sangat bagus dan mendasar tolong berikan inspirasi positif juga terhadap inisiatif ini dan skaligus hal hal yang mesti dilakukan dan tidak dilakukan sehingga mencapai sasaran kita sebagai bangsa harus maju terus;['dear', 'tempo', 'terima', 'kasih', 'ngangkat', 'topik', 'koperasi', 'desa', 'merah', 'putih', 'ini', 'namun', 'sebaiknya', 'diseimbangkan', 'juga', 'apa', 'program', 'yang', 'akan', 'diselenggarakan', 'melalui', 'dan', 'oleh', 'koperasi', 'desa', 'tsb', 'tidak', 'melulu', 'ngarah', 'kepada', 'hal', 'hal', 'penyalah', 'gunaan', 'atau', 'tata', 'kelola', 'yang', 'salah', 'menggerakkan', 'ekonomi', 'melalui', 'koperasi', 'memang', 'sangat', 'bagus', 'dan', 'mendasar', 'tolong', 'berikan', 'inspirasi', 'positif', 'juga', 'terhadap', 'inisiatif', 'ini', 'dan', 'skaligus', 'hal', 'hal', 'yang', 'mesti', 'dilakukan', 'dan', 'tidak', 'dilakukan', 'sehingga', 'mencapai', 'sasaran', 'kita', 'sebagai', 'bangsa', 'harus', 'maju', 'terus'];Tempo, KDMP;Kebijakan, Media;Diskusi;Diskusi;Diskusi
